AGORA ID,Official name,Casual name,Link to document,Authority,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
1276,"To amend the Communications Act of 1934 to establish technical and procedural standards for artificial or prerecorded voice systems created through generative artificial intelligence, and for other purposes.","To amend the Communications Act of 1934 to establish technical and procedural standards for artificial or prerecorded voice systems created through generative artificial intelligence, and for other purposes.",https://www.congress.gov/bill/118th-congress/house-bill/8939/text,United States Congress,U.S. federal laws,Proposed,2024-07-08,2024-07-08,false,false,false,false,"Amends the Communications Act of 1934 to include technical and procedural standards for artificial or prerecorded voice systems, specifically addressing generative AI technologies like voice cloning.","Amends the Communications Act of 1934 to establish standards for artificial or prerecorded voice systems created through generative AI.

Includes technologies such as voice cloning and other subsequent technologies as deemed appropriate by the Commission.

Inserts these standards into Section 227(d)(3) to ensure compliance with the updated regulatory framework.",,true,2024-10-24,https://www.congress.gov/bill/118th-congress/house-bill/8939/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1372,"WIOA Performance Accountability Improvement Act, Section 2, Subsection (c) (""Evaluation of State programs."")","WIOA Performance Accountability Improvement Act, Section 2, Subsection (c) (""Evaluation of State programs."")",https://www.congress.gov/bill/118th-congress/senate-bill/4501/text,United States Congress,U.S. federal laws,Proposed,2024-06-11,2024-06-11,false,false,false,false,"Amends the Workforce Innovation and Opportunity Act to permit states to use machine learning and advanced analytics for improving program operations, outcomes, and evaluation, enhancing data-driven decision-making in state programs.","Amends the Workforce Innovation and Opportunity Act to require states to use data for analyses and ongoing evaluations of programs.

Allows states to use machine learning or other advanced analytics to enhance program operations, outcomes, and identify areas needing further evaluation.",,true,2024-10-24,https://www.congress.gov/bill/118th-congress/senate-bill/4501/text,false,,,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395,"Artificial Intelligence Research, Innovation, and Accountability Act of 2023","Artificial Intelligence Research, Innovation, and Accountability Act of 2023",https://www.congress.gov/bill/118th-congress/senate-bill/3312,United States Congress,U.S. federal laws,Proposed,2023-11-15,2023-11-15,true,true,true,false,"Develops standards for online content verification, mandates best practices for AI detection, reviews government AI use, prohibits generative AI without user notice, requires transparency reports, and establishes oversight, risk assessments, certification, enforcement, and consumer education for AI.","Requires the Under Secretary of Commerce to develop standards for online content verification. Mandates best practices for detecting AI outputs. Directs review of AI usage in government. Prohibits generative AI without user notification. 
Requires AI transparency reports. Instructs NIST on AI oversight. Obligates risk assessments for critical-impact AI. Establishes AI Certification Advisory Committee. Empowers enforcement of compliance. Establishes consumer education working group.",Strategies: Government support: For R&D;Strategies: Pilots and testbeds;Strategies: Convening;Strategies: Government study or report;Strategies: Disclosure: In standard form;Risk factors: Interpretability and explainability;Applications: Government: military and public safety;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Risk factors: Security;Strategies: Government study or report;Applications: Government: military and public safety;Applications: Government: military and public safety;Risk factors: Transparency;Strategies: Disclosure;Strategies: Disclosure: In deployment;Risk factors: Transparency;Strategies: Evaluation;Strategies: Disclosure: In deployment;Strategies: Disclosure: About inputs;Risk factors: Safety;Risk factors: Reliability;Strategies: Government support;Strategies: Governance development;Risk factors: Safety;Risk factors: Reliability;Strategies: Convening;Strategies: Government study or report;Strategies: Government support;Strategies: Convening;Strategies: Evaluation: Impact assessment;Strategies: Disclosure: About evaluation;Risk factors: Transparency;Risk factors: Reliability;Risk factors: Safety;Risk factors: Security;Risk factors: Privacy;Strategies: Evaluation: Conformity assessment;Applications: Government: military and public safety;Strategies: New institution;Strategies: Government study or report;Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Risk factors: Transparency;Strategies: Convening;Incentives: Civil liability;Incentives: Fines;Strategies: New institution;Strategies: Convening,false,2024-05-16,https://www.congress.gov/bill/118th-congress/senate-bill/3312,false,,,15,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
851,"S.4306, Five AIs Act 2024",Five AIs Act 2024,https://www.congress.gov/bill/118th-congress/senate-bill/4306/text,United States Congress,U.S. federal laws,Proposed,2024-05-09,2024-05-09,false,false,false,false,"Establishes the ""Five AIs Strategic Artificial Intelligence Working Group"" to coordinate AI initiatives among Five Eyes countries. Tasks include enhancing AI interoperability, testing systems, managing data, leveraging commercial AI technologies, and sharing results with allies. Controls export of technical data.","Establishes the ""Five AIs Strategic Artificial Intelligence Working Group"" within 90 days to coordinate AI initiatives among the Five Eyes countries (Australia, Canada, New Zealand, the UK, and the US).

Requires the Secretary of Defense and Director of National Intelligence to lead and designate a head for the Working Group.

Mandates the Working Group to develop strategies for AI interoperability, ethical frameworks, and innovation among the Five Eyes countries.

Instructs testing and evaluation of AI systems for intelligence sharing and battlespace awareness.

Emphasizes leveraging commercial AI technologies and managing data-informed AI systems.

Requires submission of a plan within 60 days and biannual reports on the Working Group's activities.

Specifies control of knowledge and technical data by individual countries under their export laws.

Allows termination of the Working Group on September 30, 2028, with possible extension for national security interests.",,true,2024-09-03,https://www.congress.gov/bill/118th-congress/senate-bill/4306/text,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1396,Recommendation of the Council on Artificial Intelligence (5/2/2024),OECD AI Principles (May 2024 update),https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0449,OECD,Editors' Picks,Enacted,2024-05-02,2019-05-22,false,false,true,false,"Recommends principles for trustworthy AI including inclusivity, human rights, transparency, robustness, and accountability. Encourages investment in AI R&D, fostering inclusive ecosystems, and shaping policy environments. Advocates international cooperation and capacity-building for AI governance and labor market transformation.","Recommends that AI actors and stakeholders promote principles for responsible AI, including inclusive growth, respect for human rights, transparency, robustness, and accountability.

Calls on governments and AI actors to invest in AI research and development, focusing on ethics, privacy, and reducing bias.

Encourages the creation of an inclusive and interoperable AI ecosystem with mechanisms like data trusts for ethical data sharing.

Advises governments to develop flexible governance environments and adapt policies to facilitate the deployment of AI systems.

Promotes building human capacity and preparing for labor market changes through skills training and fair worker transitions.

Urges international cooperation to share AI knowledge, establish technical standards, and measure AI progress with comparable indicators.

Instructs the Digital Policy Committee to continue advancing AI governance, develop practical guidance, and report on the implementation of these recommendations.",,true,2024-11-08,https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0449,false,https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0449,2024-11-08,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1385,"Memorandum on Advancing the United States’ Leadership in Artificial Intelligence; Harnessing Artificial Intelligence to Fulfill National Security Objectives; and Fostering the Safety, Security, and Trustworthiness of Artificial Intelligence",National Security Memorandum on AI,https://www.whitehouse.gov/briefing-room/presidential-actions/2024/10/24/memorandum-on-advancing-the-united-states-leadership-in-artificial-intelligence-harnessing-artificial-intelligence-to-fulfill-national-security-objectives-and-fostering-the-safety-security/,Executive Office of the President,"U.S. regulations, executive orders, and agency policies;Editors' Picks",Enacted,2024-10-24,2024-10-24,true,false,true,false,"Directs the U.S. government to lead safe AI development, enhance national security through AI, and foster global AI governance. Prioritizes AI safety, security, and talent acquisition. Establishes AI governance frameworks and partnerships to ensure responsible AI use and international collaboration.","Develop advanced AI computational infrastructure and adopt measures to attract top technical talent to work in the United States to ensure innovation and technological superiority in AI.

Instructs relevant agencies to protect AI intellectual property from foreign threats. 

Issue guidance on testing and evaluating frontier foundational AI systems to manage safety and security risks.

Directs national security institutions to harness AI to advance national security objectives through clear policies, strategies and coordination, while safeguarding human rights, civil liberties, and privacy.

Produce a strategy for the advancement of international AI governance norms in line with safe, secure, and trustworthy AI, and democratic values.

Requires covered agencies to appoint Chief AI Officer to managing risks and opportunities of AI

Requires the formation of an interagency National Security Coordination Group to harmonize polices related to AI in National Security 


","Strategies: Evaluation;Strategies: Tiering: Tiering based on impact;Strategies: Evaluation: Impact assessment;Risk factors: Security: Cybersecurity;Risk factors: Security;Applications: Security;Applications: Government: military and public safety;Strategies: Tiering: Tiering based on domain of application;Strategies: Disclosure: About evaluation;Risk factors: Safety;Risk factors: Reliability;Strategies: Tiering;Strategies: Disclosure;Strategies: Government study or report;Strategies: Tiering: Tiering based on generality;Incentives: Access to business opportunities;Strategies: Governance development;Strategies: Government support;Applications: Government: other applications/unspecified;Strategies: Governance development;Strategies: Government support;Risk factors: Privacy;Harms: Violation of civil or human rights, including privacy;Risk factors: Security;Risk factors: Bias;Risk factors: Reliability;Risk factors: Reliability: Robustness;Strategies: Government study or report;Applications: Government: military and public safety;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Risk factors: Safety;Harms: Harm to health/safety;Risk factors: Bias;Harms: Detrimental content;Harms: Discrimination;Strategies: Convening;Strategies: Governance development;Strategies: Government support;Applications: Medicine, life sciences and public health;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Harms: Harm to health/safety;Strategies: Government study or report;Strategies: Tiering: Tiering based on impact;Risk factors: Security;Risk factors: Privacy;Strategies: Input controls;Strategies: Input controls: Compute circulation;Strategies: Input controls: Data use;Strategies: Input controls: Data circulation;Strategies: Input controls: Compute use;Strategies: Tiering: Tiering based on inputs;Strategies: Governance development;Applications: Government: other applications/unspecified;Strategies: New institution;Strategies: Government study or report;Strategies: Government support;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Incentives: Access to business opportunities;Harms: Violation of civil or human rights, including privacy;Risk factors: Security: Cybersecurity;Strategies: Government support;Strategies: Government study or report;Risk factors: Privacy;Risk factors: Security;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Strategies: Government support: For R&D;Strategies: Government support;Strategies: Convening;Risk factors: Interpretability and explainability;Risk factors: Privacy;Harms: Violation of civil or human rights, including privacy;Harms: Detrimental content;Risk factors: Reliability: Robustness;Risk factors: Security: Cybersecurity;Strategies: Government study or report;Harms: Harm to infrastructure;Strategies: Governance development;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Tiering;Strategies: Tiering: Tiering based on inputs;Strategies: Pilots and testbeds;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Harms: Violation of civil or human rights, including privacy;Strategies: Convening;Strategies: Governance development;Strategies: Governance development;Strategies: Government support;Applications: Government: military and public safety;Strategies: Government support: For R&D;Harms: Violation of civil or human rights, including privacy;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Strategies: Tiering;Strategies: Tiering: Tiering based on generality;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Pilots and testbeds;Applications: Government: military and public safety;Strategies: Government support;Strategies: Convening;Strategies: Evaluation;Strategies: Licensing, registration, and certification;Risk factors: Security: Cybersecurity;Risk factors: Security;Strategies: Government study or report;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Risk factors: Reliability;Risk factors: Security: Cybersecurity;Risk factors: Security;Risk factors: Safety;Risk factors: Privacy;Risk factors: Safety;Harms: Harm to health/safety;Harms: Violation of civil or human rights, including privacy;Strategies: Tiering: Tiering based on impact;Strategies: Tiering;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Risk factors: Bias;Strategies: Government support: AI workforce-related;Strategies: New institution;Risk factors: Transparency;Strategies: Government study or report;Strategies: Governance development;Risk factors: Security: Cybersecurity;Applications: Government: military and public safety;Strategies: Government support;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Risk factors: Security: Cybersecurity;Applications: Government: military and public safety;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Risk factors: Bias;Harms: Discrimination;Harms: Harm to health/safety;Strategies: Evaluation: Impact assessment;Strategies: Evaluation;Strategies: Evaluation: Post-market monitoring;Strategies: Convening;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering;Strategies: Tiering: Tiering based on generality;Harms: Violation of civil or human rights, including privacy;Applications: Government: military and public safety;Strategies: Government support;Strategies: Governance development;Strategies: Convening;Risk factors: Privacy;Risk factors: Safety;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Tiering: Tiering based on generality;Strategies: Tiering: Tiering based on inputs;Strategies: Tiering;Strategies: Government support: AI workforce-related;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government study or report;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering: Tiering based on generality;Strategies: Tiering: Tiering based on domain of application;Applications: Government: military and public safety;Strategies: Tiering: Tiering based on impact;Strategies: Government study or report;Strategies: Disclosure: About evaluation;Strategies: Disclosure;Strategies: Tiering;Risk factors: Safety;Risk factors: Reliability;Strategies: Government study or report;Strategies: Disclosure;Strategies: New institution;Applications: Government: military and public safety;Strategies: Evaluation;Risk factors: Privacy;Risk factors: Security;Risk factors: Reliability: Robustness;Harms: Violation of civil or human rights, including privacy;Applications: Government: military and public safety;Risk factors: Transparency;Applications: Government: military and public safety;Risk factors: Privacy;Risk factors: Security;Risk factors: Reliability;Risk factors: Reliability: Robustness;Harms: Discrimination;Harms: Violation of civil or human rights, including privacy;Strategies: Government study or report;Strategies: Government support: AI workforce-related;Harms: Violation of civil or human rights, including privacy;Applications: Government: military and public safety;Strategies: Governance development;Risk factors: Safety;Risk factors: Security;Risk factors: Reliability;Harms: Detrimental content;Applications: Medicine, life sciences and public health;Strategies: Government support;Strategies: Government support: For R&D;Harms: Harm to health/safety;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Risk factors: Safety;Risk factors: Security;Strategies: Governance development;Strategies: Government support: AI workforce-related;Strategies: Government support;Strategies: Governance development;Strategies: Governance development;Applications: Government: military and public safety;Strategies: Evaluation;Strategies: New institution;Strategies: Government support;Strategies: Pilots and testbeds;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Evaluation;Applications: Energy and utilities;Strategies: Convening;Harms: Ecological harm;Applications: Energy and utilities;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Strategies: Government support;Strategies: Evaluation: Adversarial testing;Strategies: Tiering: Tiering based on inputs;Strategies: Disclosure: About evaluation;Strategies: Disclosure;Strategies: Tiering: Tiering based on generality;Risk factors: Security: Cybersecurity;Risk factors: Security;Risk factors: Safety;Risk factors: Reliability;Applications: Government: military and public safety;Harms: Detrimental content;Harms: Violation of civil or human rights, including privacy;Risk factors: Security: Cybersecurity;Risk factors: Security;Strategies: Government support;Strategies: Disclosure: About evaluation;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Applications: Government: military and public safety;Applications: Security;Applications: Energy and utilities;Strategies: Government support;Strategies: Governance development;Strategies: New institution;Strategies: Government support: AI workforce-related;Strategies: Government study or report;Applications: Government: military and public safety;Applications: Government: military and public safety;Strategies: Government support;Strategies: Governance development;Strategies: Licensing, registration, and certification;Risk factors: Safety;Risk factors: Reliability;Risk factors: Security;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Strategies: Government support;Strategies: Government study or report;Strategies: Governance development;Strategies: Convening;Applications: Government: military and public safety;Applications: Government: military and public safety;Strategies: Governance development;Strategies: Government support;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Risk factors: Safety;Strategies: Government support: AI workforce-related;Applications: Medicine, life sciences and public health;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering: Tiering based on impact;Strategies: Convening;Strategies: Government study or report;Strategies: Pilots and testbeds;Strategies: Government support",false,2024-11-08,https://www.whitehouse.gov/briefing-room/presidential-actions/2024/10/24/memorandum-on-advancing-the-united-states-leadership-in-artificial-intelligence-harnessing-artificial-intelligence-to-fulfill-national-security-objectives-and-fostering-the-safety-security/,false,,,41,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False
1379,"Council of Europe Framework Convention on Artificial Intelligence and Human Rights, Democracy and the Rule of Law",Council of Europe Framework Convention on AI,https://rm.coe.int/1680afae3c,Other multinational,Editors' Picks;Multinational,Enacted,2024-05-17,2024-05-17,true,false,true,false,"Ensures AI activities align with human rights, democracy, and rule of law. Requires measures for transparency, accountability, non-discrimination, and privacy protection. Establishes oversight, remedies, and risk management frameworks. Promotes international cooperation and public consultation. Excludes national security and defense activities.","Mandates Parties to adopt measures ensuring AI systems align with human rights, democracy, and the rule of law.

Requires transparency, accountability, and non-discrimination in AI systems' lifecycle.

Obligates implementation of measures to protect privacy, human dignity, and democratic processes.

Demands risk assessment and mitigation strategies for AI, considering human rights impacts.

Establishes a follow-up mechanism for international cooperation and compliance monitoring.

Provides for accessible remedies for human rights violations arising from AI systems.

Calls for public consultation and digital literacy to address AI-related impacts.

Stipulates that Parties must ensure effective procedural safeguards and oversight mechanisms.

Allows exceptions for artificial intelligence systems related to the protection of national security interests but insists on adherence to international human rights law and democratic processes.

Facilitates international cooperation and information exchange on AI's human rights impacts.

Permits amendments and dispute settlements through negotiation or the Conference of the Parties.","Risk factors: Transparency;Strategies: Disclosure;Strategies: Disclosure: In deployment;Harms: Violation of civil or human rights, including privacy;Strategies: Evaluation;Risk factors: Reliability;Strategies: Governance development;Harms: Violation of civil or human rights, including privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering;Strategies: Tiering: Tiering based on domain of application;Strategies: Tiering: Tiering based on impact;Strategies: Convening;Harms: Violation of civil or human rights, including privacy;Applications: Government: other applications/unspecified;Risk factors: Safety;Strategies: Governance development;Strategies: New institution;Harms: Violation of civil or human rights, including privacy;Risk factors: Safety;Strategies: Governance development;Harms: Violation of civil or human rights, including privacy;Strategies: Governance development;Strategies: Disclosure;Strategies: Disclosure: In deployment;Harms: Violation of civil or human rights, including privacy;Strategies: New institution;Harms: Violation of civil or human rights, including privacy;Risk factors: Safety;Strategies: Governance development;Harms: Violation of civil or human rights, including privacy;Strategies: Convening;Harms: Violation of civil or human rights, including privacy;Risk factors: Reliability;Strategies: Governance development;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Strategies: Convening;Risk factors: Safety;Harms: Ecological harm;Strategies: Governance development;Strategies: Government study or report;Harms: Violation of civil or human rights, including privacy;Risk factors: Reliability;Risk factors: Security;Harms: Violation of civil or human rights, including privacy;Strategies: Governance development;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Pilots and testbeds;Harms: Violation of civil or human rights, including privacy;Strategies: Governance development;Risk factors: Transparency;Strategies: Disclosure;Strategies: Disclosure: About incidents;Strategies: Government support: AI workforce-related;Strategies: Government support;Harms: Violation of civil or human rights, including privacy;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Risk factors: Bias;Risk factors: Privacy;Strategies: Governance development;Risk factors: Security",false,2024-10-29,https://rm.coe.int/1680afae3c,false,https://rm.coe.int/1680afae3c,2024-10-29,27,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False
1356,Advancing the Responsible Acquisition of Artificial Intelligence in Government ,OMB Requirements for AI Acquisition in Government ,https://www.whitehouse.gov/wp-content/uploads/2024/10/M-24-18-AI-Acquisition-Memorandum.pdf,Office of Management and Budget,"U.S. regulations, executive orders, and agency policies;Editors' Picks",Enacted,2024-10-03,2024-10-03,false,false,true,false,"Directs federal agencies to enhance AI acquisition policies, manage AI risks, and promote a competitive AI market. Requires interagency collaboration, risk management for AI impacting rights and safety, and innovation in procurement. Excludes intelligence community elements.","Directs agencies to improve responsible AI acquisition, emphasizing cross-functional and interagency collaboration, risk management, and market competitiveness.

Requires agencies to update acquisition policies to reflect AI governance responsibilities and share AI acquisition information across the executive branch.

Mandates compliance with risk management practices for AI impacting rights or safety, including privacy, security, and interoperability considerations.

Urges agencies to prevent vendor lock-in by prioritizing interoperability, transparency, and innovative acquisition practices.

Encourages the acquisition of generative AI for experimentation, while emphasizing transparency, risk mitigation, and environmental considerations.

Applies to all federal agencies, excluding the Intelligence Community and National Security Systems, and sets specific deadlines for compliance and reporting. 

Fosters a diverse AI marketplace by minimizing vendor lock-in and promoting competition through strategic contractual requirements.",,true,2024-11-04,https://www.whitehouse.gov/wp-content/uploads/2024/10/M-24-18-AI-Acquisition-Memorandum.pdf,false,https://www.whitehouse.gov/wp-content/uploads/2024/10/M-24-18-AI-Acquisition-Memorandum.pdf,2024-10-17,52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
356,Texas HB 4695 ,"Texas HB 4695 (""AI and Mental Health"") ",https://legiscan.com/TX/bill/HB4695/2023,Texas,U.S. state and local laws,Defunct,2024-06-16,2023-03-10,true,false,false,true,"Requires commission approval for AI mental health applications and mandates licensed supervision, informed consent, and clear AI disclosure. ","Requires commission approval for AI mental health applications and mandates licensed supervision, informed consent, and clear AI disclosure. Permits liability-free testing with specialized consent. 

Mandates that licensed mental health professionals supervise AI mental health services, ensuring availability for review, communication, and intervention. Obliges providers to obtain informed consent and clearly inform users about the use of AI technology.
Subjects AI mental health service providers to the same disciplinary actions and record-keeping requirements as licensed mental health professionals.","Applications: Medicine, life sciences and public health;Applications: Medicine, life sciences and public health;Strategies: Disclosure: In deployment;Strategies: Disclosure;Applications: Medicine, life sciences and public health;Strategies: Pilots and testbeds;Strategies: Evaluation;Strategies: Evaluation: Post-market monitoring;Strategies: Disclosure: About evaluation;Applications: Medicine, life sciences and public health;Risk factors: Bias;Applications: Medicine, life sciences and public health;Incentives: Civil liability;Applications: Medicine, life sciences and public health",false,2024-06-16,https://capitol.texas.gov/tlodocs/88R/billtext/html/HB04695I.htm,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
360,Massachusetts Bill H.64,"Massachusetts Bill H.64 (""Automated Decision Making Commission"")",https://malegislature.gov/Bills/193/H64,Massachusetts,U.S. state and local laws,Proposed,2023-01-19,2023-01-19,true,false,false,true,"Establishes a commission to study and recommend on ADS use in Massachusetts. Requires surveying ADS uses, consulting experts, and examining research and risks. Compels meetings and public hearings. Mandates annual reports to the governor and legislature.","Establishes a commission within the executive office of technology services and security to study and make recommendations on the use of automated decision systems (ADS) by the Commonwealth of Massachusetts.

Requires the commission to survey all uses of ADS by Massachusetts offices, including procurement, evaluation, training, validation, transparency, and accountability.

Mandates the commission to consult experts on machine learning, algorithmic bias, and civil rights, and to examine research on disparate impacts of ADS based on group characteristics.

Obligates the commission to examine data protection, intellectual property issues, and other opportunities and risks associated with ADS.

Compels the commission to meet at least 10 times a year and hold public hearings for feedback.

Requires the commission to submit an annual report detailing activities, findings, and regulatory recommendations to the governor and state legislature.","Risk factors: Safety;Harms: Discrimination;Harms: Violation of civil or human rights, including privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Risk factors: Bias;Strategies: Governance development;Strategies: New institution;Strategies: Convening;Risk factors: Bias;Risk factors: Safety;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Strategies: Evaluation;Strategies: Evaluation: Impact assessment",false,2024-06-16,https://malegislature.gov/Bills/193/H64/House/Bill/Text,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
